date,opponent,home,b2b,result,MIN,PTS,AST,REB,TRB,STL,BLK,TOV,FG,FGA,3P,3PA,FT,FTA,MP
2024-10-23,PHO,True,False,"L, 113-116 (OT)",39:52,29.0,8.0,12.0,12.0,1.0,0.0,8.0,10.0,28.0,2.0,9.0,7.0,9.0,
2024-10-26,DEN,False,False,"W, 109-104",37:45,23.0,16.0,6.0,6.0,1.0,1.0,7.0,5.0,11.0,1.0,5.0,12.0,13.0,
2024-10-27,GSW,False,True,"W, 112-104",35:39,23.0,11.0,7.0,7.0,0.0,0.0,5.0,6.0,19.0,2.0,12.0,9.0,9.0,
2024-10-30,POR,True,False,"L, 105-106",31:43,19.0,10.0,5.0,5.0,3.0,0.0,5.0,6.0,18.0,5.0,11.0,2.0,4.0,
2024-10-31,PHO,True,True,"L, 119-125",35:41,25.0,13.0,10.0,10.0,2.0,2.0,6.0,8.0,19.0,3.0,10.0,6.0,7.0,
2024-11-02,OKC,True,False,"L, 92-105",32:26,12.0,7.0,13.0,13.0,3.0,3.0,2.0,4.0,13.0,2.0,9.0,2.0,2.0,
2024-11-04,SAS,True,False,"W, 113-104",33:20,17.0,4.0,8.0,8.0,1.0,3.0,2.0,6.0,10.0,3.0,5.0,2.0,4.0,
2024-11-06,PHI,True,False,"W, 110-98",33:57,18.0,6.0,4.0,4.0,3.0,1.0,6.0,5.0,15.0,1.0,6.0,7.0,9.0,
2024-11-08,SAC,False,False,"W, 107-98",34:32,22.0,8.0,4.0,4.0,2.0,0.0,7.0,5.0,16.0,3.0,6.0,9.0,9.0,
2024-11-09,TOR,True,True,"W, 105-103",34:09,24.0,7.0,12.0,12.0,1.0,0.0,4.0,5.0,17.0,2.0,8.0,12.0,13.0,
2024-11-11,OKC,False,False,"L, 128-134",37:13,17.0,9.0,11.0,11.0,0.0,0.0,5.0,5.0,15.0,3.0,7.0,4.0,5.0,
2024-11-13,HOU,False,False,"L, 103-111",31:25,19.0,7.0,6.0,6.0,3.0,0.0,1.0,6.0,15.0,3.0,8.0,4.0,5.0,
2024-11-15,HOU,False,False,"L, 104-125",30:35,21.0,2.0,6.0,6.0,0.0,1.0,5.0,7.0,14.0,3.0,9.0,4.0,4.0,
2024-11-17,UTA,True,False,"W, 116-105",34:21,20.0,11.0,6.0,6.0,2.0,2.0,0.0,7.0,14.0,2.0,8.0,4.0,5.0,
2024-11-18,GSW,True,True,"W, 102-99",40:41,12.0,16.0,6.0,6.0,2.0,2.0,3.0,4.0,15.0,2.0,6.0,2.0,2.0,
2024-11-20,ORL,True,False,"W, 104-93",33:51,24.0,5.0,7.0,7.0,0.0,0.0,5.0,5.0,14.0,3.0,6.0,11.0,12.0,
2024-11-22,SAC,True,False,"W, 104-88",36:15,22.0,9.0,6.0,6.0,3.0,1.0,4.0,5.0,18.0,2.0,10.0,10.0,10.0,
2024-11-24,PHI,False,False,"W, 125-99",27:06,23.0,8.0,2.0,2.0,1.0,0.0,4.0,4.0,10.0,3.0,7.0,12.0,12.0,
2024-11-25,BOS,False,True,"L, 94-126",29:51,19.0,9.0,8.0,8.0,0.0,0.0,5.0,8.0,17.0,3.0,8.0,0.0,0.0,
2024-11-27,WAS,False,False,"W, 121-96",31:52,43.0,7.0,4.0,4.0,3.0,0.0,4.0,13.0,22.0,7.0,11.0,10.0,11.0,
2024-11-29,MIN,False,False,"L, 92-93",36:45,20.0,11.0,6.0,6.0,5.0,0.0,4.0,7.0,20.0,3.0,9.0,3.0,4.0,
2024-12-01,DEN,True,False,"W, 126-122",38:25,39.0,11.0,9.0,9.0,1.0,0.0,5.0,10.0,26.0,6.0,15.0,13.0,13.0,
2024-12-03,POR,True,False,"W, 127-105",31:46,23.0,7.0,1.0,1.0,1.0,0.0,4.0,6.0,15.0,3.0,10.0,8.0,9.0,
2024-12-04,MIN,True,True,"L, 80-108",24:30,5.0,3.0,3.0,3.0,0.0,0.0,4.0,1.0,10.0,1.0,6.0,2.0,2.0,
2024-12-13,DEN,False,False,"L, 98-120",31:30,15.0,6.0,5.0,5.0,2.0,0.0,9.0,6.0,14.0,2.0,6.0,1.0,2.0,
2024-12-16,UTA,True,False,"W, 144-107",30:43,41.0,6.0,1.0,1.0,1.0,1.0,4.0,11.0,17.0,7.0,11.0,12.0,14.0,
2024-12-19,DAL,False,False,"W, 118-95",35:46,24.0,7.0,4.0,4.0,1.0,0.0,6.0,6.0,14.0,2.0,5.0,10.0,10.0,
2024-12-21,DAL,False,False,"L, 97-113",36:53,19.0,3.0,8.0,8.0,1.0,1.0,7.0,6.0,18.0,2.0,9.0,5.0,5.0,
2024-12-23,MEM,False,False,"W, 114-110",35:48,21.0,9.0,8.0,8.0,1.0,0.0,4.0,6.0,16.0,1.0,6.0,8.0,10.0,
2024-12-27,GSW,True,False,"W, 102-92",38:50,18.0,7.0,3.0,3.0,1.0,1.0,6.0,6.0,14.0,2.0,8.0,4.0,4.0,
2024-12-30,NOP,False,False,"W, 116-113",35:59,27.0,4.0,2.0,2.0,1.0,0.0,7.0,6.0,14.0,5.0,10.0,10.0,12.0,
2024-12-31,SAS,False,True,"L, 86-122",25:28,17.0,1.0,3.0,3.0,1.0,1.0,5.0,5.0,11.0,2.0,6.0,5.0,6.0,
2025-01-04,ATL,True,False,"W, 131-105",29:24,10.0,15.0,2.0,2.0,2.0,0.0,4.0,3.0,9.0,1.0,5.0,3.0,4.0,
2025-01-06,MIN,False,False,"L, 106-108",37:25,22.0,8.0,8.0,8.0,2.0,2.0,4.0,8.0,22.0,3.0,11.0,3.0,5.0,
2025-01-08,DEN,False,False,"L, 103-126",27:23,16.0,4.0,3.0,3.0,0.0,1.0,5.0,5.0,15.0,2.0,8.0,4.0,5.0,
2025-01-13,MIA,True,False,"W, 109-98",36:56,26.0,11.0,5.0,5.0,1.0,1.0,4.0,9.0,17.0,6.0,10.0,2.0,2.0,
2025-01-15,BRK,True,False,"W, 126-67",23:00,21.0,11.0,6.0,6.0,2.0,0.0,1.0,6.0,10.0,3.0,5.0,6.0,6.0,
2025-01-16,POR,False,True,"W, 118-89",28:53,19.0,6.0,2.0,2.0,1.0,0.0,3.0,7.0,16.0,1.0,8.0,4.0,4.0,
2025-01-19,LAL,True,False,"W, 116-102",39:47,21.0,12.0,4.0,4.0,1.0,0.0,5.0,7.0,19.0,4.0,9.0,3.0,3.0,
2025-01-20,CHI,True,True,"L, 99-112",35:57,17.0,10.0,5.0,5.0,1.0,1.0,5.0,5.0,17.0,3.0,13.0,4.0,4.0,
2025-01-23,WAS,True,False,"W, 110-93",32:27,17.0,13.0,12.0,12.0,1.0,1.0,6.0,3.0,9.0,1.0,5.0,10.0,10.0,
2025-01-25,MIL,True,False,"W, 127-117",35:28,40.0,9.0,5.0,5.0,1.0,0.0,1.0,12.0,24.0,4.0,10.0,12.0,12.0,
2025-01-27,PHO,False,False,"L, 109-111",37:00,24.0,10.0,6.0,6.0,2.0,1.0,6.0,7.0,17.0,5.0,10.0,5.0,6.0,
2025-01-29,SAS,False,False,"W, 128-116",36:47,21.0,11.0,3.0,3.0,3.0,1.0,6.0,7.0,15.0,3.0,5.0,4.0,7.0,
2025-01-31,CHO,False,False,"W, 112-104",37:23,14.0,10.0,5.0,5.0,1.0,0.0,6.0,4.0,12.0,1.0,6.0,5.0,5.0,
2025-02-02,TOR,False,False,"L, 108-115",36:41,25.0,7.0,5.0,5.0,2.0,1.0,2.0,7.0,20.0,2.0,9.0,9.0,9.0,
2025-02-04,LAL,True,False,"L, 97-122",29:45,7.0,9.0,3.0,3.0,2.0,0.0,1.0,2.0,12.0,0.0,5.0,3.0,3.0,
2025-02-06,IND,True,False,"L, 112-119",37:45,22.0,10.0,6.0,6.0,1.0,0.0,4.0,7.0,14.0,4.0,9.0,4.0,5.0,
2025-02-08,UTA,True,False,"W, 130-110",37:56,23.0,17.0,2.0,2.0,2.0,0.0,5.0,7.0,18.0,2.0,8.0,7.0,8.0,
