date,opponent,home,b2b,result,MIN,PTS,AST,REB,TRB,STL,BLK,TOV,FG,FGA,3P,3PA,FT,FTA,MP
2022-10-18,GSW,False,False,"L, 109-123",35:12,31.0,8.0,15.0,15.0,0.0,0.0,5.0,12.0,26.0,3.0,10.0,4.0,4.0,
2022-10-20,LAC,True,False,"L, 97-103",36:40,20.0,6.0,10.0,10.0,1.0,2.0,2.0,7.0,17.0,2.0,8.0,4.0,6.0,
2022-10-23,POR,True,False,"L, 104-106",37:43,31.0,8.0,8.0,8.0,2.0,2.0,4.0,12.0,22.0,2.0,9.0,5.0,7.0,
2022-10-26,DEN,False,False,"L, 99-110",35:18,19.0,9.0,7.0,7.0,1.0,0.0,8.0,8.0,21.0,2.0,8.0,1.0,2.0,
2022-10-28,MIN,False,False,"L, 102-111",37:27,28.0,5.0,7.0,7.0,4.0,0.0,3.0,10.0,24.0,1.0,6.0,7.0,8.0,
2022-10-30,DEN,True,False,"W, 121-110",34:42,26.0,8.0,6.0,6.0,1.0,0.0,3.0,10.0,22.0,2.0,5.0,4.0,5.0,
2022-11-02,NOP,True,False,"W, 120-117 (OT)",39:43,20.0,8.0,10.0,10.0,0.0,2.0,2.0,9.0,23.0,0.0,7.0,2.0,4.0,
2022-11-04,UTA,True,False,"L, 116-130",34:09,17.0,8.0,10.0,10.0,0.0,1.0,3.0,7.0,19.0,0.0,5.0,3.0,5.0,
2022-11-06,CLE,True,False,"L, 100-114",33:49,27.0,4.0,7.0,7.0,0.0,0.0,1.0,13.0,23.0,1.0,4.0,0.0,3.0,
2022-11-09,LAC,False,False,"L, 101-114",32:21,30.0,5.0,8.0,8.0,2.0,0.0,3.0,12.0,22.0,4.0,9.0,2.0,4.0,
2022-11-25,SAS,False,False,"W, 105-94",33:15,21.0,5.0,8.0,8.0,3.0,1.0,9.0,8.0,17.0,1.0,4.0,4.0,4.0,
2022-11-26,SAS,False,True,"W, 143-138",35:28,39.0,3.0,11.0,11.0,1.0,1.0,4.0,11.0,21.0,7.0,12.0,10.0,10.0,
2022-11-28,IND,True,False,"L, 115-116",36:10,21.0,3.0,7.0,7.0,1.0,0.0,1.0,8.0,22.0,3.0,10.0,2.0,3.0,
2022-11-30,POR,True,False,"W, 128-109",32:30,31.0,8.0,7.0,7.0,0.0,1.0,2.0,12.0,18.0,6.0,8.0,1.0,3.0,
2022-12-02,MIL,False,False,"W, 133-129",37:11,28.0,11.0,8.0,8.0,2.0,0.0,0.0,12.0,27.0,3.0,6.0,1.0,2.0,
2022-12-04,WAS,False,False,"W, 130-119",34:26,29.0,6.0,8.0,8.0,1.0,0.0,5.0,12.0,26.0,2.0,7.0,3.0,4.0,
2022-12-06,CLE,False,False,"L, 102-116",35:37,21.0,4.0,17.0,17.0,1.0,1.0,3.0,8.0,17.0,2.0,6.0,3.0,4.0,
2022-12-09,PHI,False,False,"L, 122-133 (OT)",43:50,23.0,6.0,4.0,4.0,2.0,0.0,3.0,9.0,22.0,1.0,8.0,4.0,8.0,
2022-12-11,DET,False,False,"W, 124-117",36:52,35.0,5.0,5.0,5.0,1.0,0.0,1.0,14.0,24.0,2.0,6.0,5.0,5.0,
2022-12-13,BOS,True,False,"L, 118-122 (OT)",42:47,33.0,9.0,9.0,9.0,2.0,1.0,4.0,14.0,25.0,3.0,11.0,2.0,4.0,
2022-12-16,DEN,True,False,"W, 126-108",35:56,30.0,4.0,9.0,9.0,2.0,0.0,2.0,13.0,21.0,1.0,4.0,3.0,4.0,
2022-12-18,WAS,True,False,"W, 119-117",36:33,33.0,9.0,7.0,7.0,0.0,1.0,0.0,13.0,24.0,1.0,4.0,6.0,8.0,
