date,opponent,home,b2b,result,MIN,PTS,AST,REB,TRB,STL,BLK,TOV,FG,FGA,3P,3PA,FT,FTA,MP
2021-10-20,IND,True,False,"W, 123-122",28:57,31.0,7.0,9.0,9.0,2.0,0.0,2.0,11.0,23.0,7.0,9.0,2.0,2.0,
2021-10-22,CLE,False,False,"W, 123-112",28:53,17.0,6.0,3.0,3.0,5.0,0.0,3.0,8.0,12.0,1.0,3.0,0.0,0.0,
2021-10-24,BRK,False,False,"W, 111-95",26:03,18.0,5.0,5.0,5.0,0.0,1.0,0.0,8.0,18.0,1.0,6.0,1.0,1.0,
2021-10-25,BOS,True,True,"L, 129-140 (OT)",32:58,25.0,9.0,5.0,5.0,0.0,0.0,6.0,7.0,19.0,7.0,14.0,4.0,4.0,
2021-10-27,ORL,False,False,"W, 120-111",24:17,7.0,3.0,6.0,6.0,3.0,0.0,3.0,3.0,14.0,1.0,5.0,0.0,0.0,
2021-10-29,MIA,False,False,"L, 99-114",30:12,6.0,6.0,5.0,5.0,0.0,1.0,2.0,2.0,14.0,0.0,5.0,2.0,2.0,
2021-10-31,POR,True,False,"W, 125-113",33:10,27.0,7.0,9.0,9.0,1.0,0.0,1.0,10.0,20.0,4.0,9.0,3.0,4.0,
2021-11-01,CLE,True,True,"L, 110-113",34:09,30.0,6.0,7.0,7.0,2.0,2.0,3.0,12.0,22.0,5.0,8.0,1.0,1.0,
2021-11-03,GSW,False,False,"L, 92-114",33:33,14.0,8.0,5.0,5.0,4.0,0.0,4.0,5.0,14.0,0.0,6.0,4.0,4.0,
2021-11-05,SAC,False,False,"L, 110-140",30:42,24.0,13.0,3.0,3.0,0.0,0.0,2.0,9.0,14.0,4.0,8.0,2.0,2.0,
2021-11-07,LAC,False,False,"L, 106-120",31:35,21.0,3.0,7.0,7.0,3.0,0.0,2.0,8.0,19.0,2.0,5.0,3.0,3.0,
2021-11-08,LAL,False,True,"L, 123-126 (OT)",41:43,25.0,11.0,16.0,16.0,1.0,1.0,3.0,8.0,19.0,3.0,8.0,6.0,6.0,
2021-11-10,MEM,False,False,"W, 118-108",32:29,12.0,8.0,9.0,9.0,2.0,0.0,4.0,5.0,13.0,2.0,7.0,0.0,1.0,
2021-11-12,NYK,True,False,"W, 104-96",37:23,12.0,9.0,17.0,17.0,5.0,1.0,4.0,4.0,13.0,0.0,5.0,4.0,5.0,
