date,opponent,home,b2b,result,MIN,PTS,AST,REB,TRB,STL,BLK,TOV,FG,FGA,3P,3PA,FT,FTA,MP
2023-10-25,ORL,False,False,"L, 86-116",21:20,8.0,2.0,5.0,5.0,0.0,0.0,4.0,3.0,10.0,1.0,7.0,1.0,2.0,
2023-10-27,SAS,False,False,"L, 122-126 (OT)",12:48,4.0,3.0,1.0,1.0,0.0,1.0,1.0,2.0,4.0,0.0,1.0,0.0,2.0,
2023-10-29,GSW,True,False,"L, 95-106",19:32,9.0,0.0,4.0,4.0,1.0,0.0,0.0,3.0,5.0,1.0,2.0,2.0,2.0,
2023-11-01,CHO,True,False,"W, 128-119",13:13,4.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,2.0,2.0,
2023-12-11,SAS,True,False,"W, 93-82",10:21,2.0,1.0,5.0,5.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,
2023-12-20,ATL,True,False,"L, 127-134",08:26,2.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,
2023-12-22,DAL,True,False,"W, 122-96",21:38,9.0,4.0,6.0,6.0,1.0,0.0,3.0,4.0,9.0,0.0,2.0,1.0,2.0,
2023-12-23,NOP,False,True,"W, 106-104",10:29,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,
2023-12-26,IND,True,False,"L, 117-123",12:27,7.0,0.0,4.0,4.0,2.0,0.0,1.0,3.0,5.0,0.0,0.0,1.0,1.0,
2023-12-27,PHO,True,True,"L, 113-129",17:05,2.0,3.0,4.0,4.0,0.0,1.0,0.0,1.0,6.0,0.0,1.0,0.0,0.0,
2023-12-29,PHI,True,False,"L, 127-131",08:40,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,
2024-01-01,DET,True,False,"W, 136-113",28:26,12.0,6.0,4.0,4.0,2.0,0.0,2.0,5.0,6.0,1.0,1.0,1.0,1.0,
2024-01-03,BRK,True,False,"W, 112-101",19:52,10.0,1.0,6.0,6.0,0.0,0.0,1.0,3.0,7.0,1.0,3.0,3.0,7.0,
2024-01-05,MIN,True,False,"L, 95-122",19:37,6.0,1.0,6.0,6.0,3.0,0.0,2.0,2.0,9.0,0.0,2.0,2.0,3.0,
2024-01-06,MIL,True,True,"W, 112-108",15:39,4.0,5.0,3.0,3.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,
2024-01-08,MIA,False,False,"L, 113-120",11:03,5.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,3.0,3.0,
2024-01-10,CHI,False,False,"L, 119-124 (OT)",13:36,6.0,3.0,2.0,2.0,1.0,0.0,2.0,3.0,7.0,0.0,3.0,0.0,0.0,
2024-01-12,DET,False,False,"W, 112-110",07:49,2.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,
2024-01-13,BOS,False,True,"L, 113-145",24:55,10.0,3.0,10.0,10.0,3.0,0.0,4.0,3.0,10.0,0.0,0.0,4.0,4.0,
2024-01-15,PHI,False,False,"L, 115-124",19:16,14.0,0.0,3.0,3.0,1.0,0.0,1.0,7.0,8.0,0.0,1.0,0.0,1.0,
2024-01-17,NYK,False,False,"L, 94-109",10:09,4.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,
2024-01-20,UTA,True,False,"W, 127-126 (OT)",18:28,6.0,2.0,8.0,8.0,2.0,2.0,0.0,2.0,6.0,0.0,1.0,2.0,2.0,
2024-01-21,BOS,True,True,"L, 107-116",31:58,15.0,5.0,14.0,14.0,1.0,0.0,2.0,5.0,10.0,0.0,2.0,5.0,6.0,
2024-01-24,POR,True,False,"L, 131-137 (OT)",14:19,6.0,2.0,3.0,3.0,0.0,1.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,
2024-01-26,CHO,False,False,"W, 138-104",22:44,13.0,8.0,6.0,6.0,2.0,0.0,1.0,4.0,6.0,1.0,1.0,4.0,6.0,
2024-01-27,BRK,False,True,"L, 104-106",15:24,5.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,0.0,0.0,
2024-01-29,LAL,True,False,"W, 135-119",11:54,0.0,3.0,7.0,7.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,
2024-01-31,NOP,True,False,"L, 99-110",17:10,10.0,0.0,6.0,6.0,1.0,0.0,0.0,3.0,6.0,0.0,1.0,4.0,4.0,
2024-02-02,TOR,True,False,"W, 135-106",24:09,19.0,4.0,7.0,7.0,2.0,1.0,2.0,9.0,11.0,0.0,1.0,1.0,2.0,
2024-02-04,MIN,False,False,"L, 90-111",19:41,8.0,2.0,7.0,7.0,1.0,0.0,0.0,2.0,7.0,0.0,0.0,4.0,6.0,
2024-02-06,IND,False,False,"L, 129-132",33:53,13.0,6.0,13.0,13.0,0.0,3.0,3.0,6.0,12.0,0.0,2.0,1.0,4.0,
2024-02-09,TOR,False,False,"L, 104-107",31:44,8.0,4.0,9.0,9.0,1.0,0.0,6.0,4.0,5.0,0.0,0.0,0.0,0.0,
2024-02-10,ATL,False,True,"L, 113-122",32:34,12.0,3.0,11.0,11.0,1.0,0.0,2.0,6.0,10.0,0.0,1.0,0.0,0.0,
2024-02-12,NYK,True,False,"W, 105-103",38:17,8.0,5.0,13.0,13.0,5.0,0.0,3.0,4.0,5.0,0.0,0.0,0.0,2.0,
2024-02-14,MEM,False,False,"L, 113-121",33:43,19.0,2.0,12.0,12.0,2.0,1.0,2.0,9.0,17.0,0.0,0.0,1.0,3.0,
2024-02-22,NOP,False,False,"L, 105-127",27:35,22.0,4.0,5.0,5.0,0.0,3.0,3.0,9.0,13.0,1.0,3.0,3.0,5.0,
2024-02-23,PHO,True,True,"W, 114-110",33:07,15.0,2.0,10.0,10.0,1.0,2.0,0.0,6.0,11.0,0.0,2.0,3.0,4.0,
2024-02-25,OKC,True,False,"L, 110-123",21:04,6.0,1.0,6.0,6.0,2.0,3.0,1.0,2.0,10.0,0.0,2.0,2.0,4.0,
2024-02-27,OKC,False,False,"L, 95-112",17:22,2.0,0.0,8.0,8.0,0.0,1.0,2.0,1.0,5.0,0.0,2.0,0.0,0.0,
2024-02-29,PHO,False,False,"L, 105-110",09:47,0.0,0.0,4.0,4.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,
2024-03-02,PHO,False,False,"W, 118-109",20:36,9.0,3.0,5.0,5.0,4.0,0.0,0.0,3.0,5.0,0.0,0.0,3.0,3.0,
2024-03-05,SAS,True,False,"W, 114-101",19:15,2.0,1.0,6.0,6.0,1.0,2.0,1.0,0.0,4.0,0.0,2.0,2.0,4.0,
2024-03-06,LAC,True,True,"L, 116-122",17:41,6.0,2.0,3.0,3.0,1.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,
2024-03-08,POR,False,False,"W, 123-107",26:28,16.0,3.0,8.0,8.0,2.0,5.0,1.0,7.0,10.0,0.0,1.0,2.0,2.0,
2024-03-10,SAC,False,False,"W, 112-104",19:59,13.0,0.0,5.0,5.0,0.0,0.0,2.0,6.0,9.0,1.0,1.0,0.0,0.0,
2024-03-12,SAS,False,False,"W, 103-101",22:33,6.0,2.0,4.0,4.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,
2024-03-14,WAS,True,False,"W, 135-119",27:37,20.0,4.0,11.0,11.0,3.0,0.0,1.0,9.0,12.0,0.0,0.0,2.0,2.0,
