date,opponent,home,b2b,result,MIN,PTS,AST,REB,TRB,STL,BLK,TOV,FG,FGA,3P,3PA,FT,FTA,MP
2022-01-09,ORL,False,False,"W, 102-100",14:09,6.0,1.0,3.0,3.0,0.0,0.0,0.0,2.0,8.0,0.0,3.0,2.0,4.0,
2022-01-11,OKC,True,False,"W, 122-118",14:39,7.0,1.0,2.0,2.0,0.0,0.0,1.0,3.0,5.0,0.0,0.0,1.0,2.0,
2022-01-12,ORL,True,True,"W, 112-106",12:27,3.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,5.0,0.0,2.0,1.0,1.0,
2022-01-15,POR,True,False,"L, 110-115",14:34,5.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,
2022-01-17,PHI,True,False,"W, 117-98",16:09,11.0,0.0,5.0,5.0,1.0,0.0,1.0,3.0,6.0,1.0,2.0,4.0,4.0,
2022-01-19,BRK,True,False,"L, 118-119",16:45,14.0,0.0,5.0,5.0,0.0,1.0,0.0,5.0,9.0,2.0,4.0,2.0,3.0,
2022-01-21,TOR,True,False,"L, 105-109",19:50,11.0,0.0,8.0,8.0,0.0,0.0,0.0,5.0,12.0,1.0,3.0,0.0,0.0,
2022-01-23,BOS,True,False,"L, 87-116",19:27,7.0,2.0,7.0,7.0,1.0,0.0,0.0,3.0,7.0,1.0,2.0,0.0,0.0,
2022-01-25,LAC,True,False,"L, 115-116",13:23,7.0,2.0,2.0,2.0,0.0,1.0,2.0,3.0,6.0,1.0,2.0,0.0,0.0,
2022-01-29,MEM,False,False,"L, 95-115",18:20,4.0,2.0,2.0,2.0,0.0,1.0,1.0,2.0,4.0,0.0,2.0,0.0,0.0,
2022-02-01,MIL,False,False,"L, 98-112",20:12,8.0,2.0,3.0,3.0,1.0,0.0,0.0,3.0,5.0,1.0,3.0,1.0,2.0,
2022-02-02,PHI,False,True,"W, 106-103",19:05,11.0,1.0,2.0,2.0,0.0,0.0,1.0,4.0,6.0,1.0,1.0,2.0,2.0,
2022-02-05,PHO,True,False,"L, 80-95",23:57,4.0,0.0,6.0,6.0,0.0,0.0,0.0,2.0,7.0,0.0,1.0,0.0,0.0,
2022-02-07,MIA,True,False,"L, 100-121",26:37,11.0,1.0,3.0,3.0,1.0,0.0,1.0,4.0,10.0,2.0,3.0,1.0,1.0,
2022-02-10,BRK,True,False,"W, 113-112",21:44,12.0,4.0,4.0,4.0,1.0,2.0,1.0,5.0,8.0,2.0,2.0,0.0,0.0,
2022-02-12,SAC,True,False,"L, 110-123",21:50,13.0,0.0,2.0,2.0,3.0,0.0,2.0,5.0,11.0,2.0,3.0,1.0,1.0,
2022-02-14,DET,True,False,"W, 103-94",09:42,6.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,3.0,3.0,4.0,
2022-02-17,BRK,False,False,"W, 117-103",27:15,20.0,1.0,1.0,1.0,1.0,0.0,1.0,8.0,15.0,2.0,2.0,2.0,2.0,
2022-02-25,SAS,True,False,"L, 153-157 (2OT)",19:30,8.0,2.0,1.0,1.0,1.0,0.0,1.0,3.0,5.0,1.0,2.0,1.0,2.0,
2022-02-26,CLE,False,True,"L, 86-92",22:23,10.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,8.0,2.0,2.0,0.0,0.0,
2022-03-01,DET,True,False,"W, 116-113",20:35,11.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,9.0,3.0,3.0,0.0,0.0,
2022-03-04,ATL,True,False,"L, 114-117",25:57,19.0,1.0,6.0,6.0,1.0,0.0,1.0,7.0,10.0,3.0,4.0,2.0,2.0,
2022-03-06,IND,True,False,"W, 133-123",15:46,3.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0,5.0,1.0,4.0,0.0,0.0,
2022-03-09,LAC,False,False,"L, 109-115",24:03,18.0,1.0,3.0,3.0,1.0,0.0,1.0,7.0,10.0,1.0,4.0,3.0,4.0,
2022-03-11,LAL,False,False,"L, 109-122",25:36,15.0,1.0,6.0,6.0,1.0,0.0,0.0,6.0,11.0,2.0,3.0,1.0,2.0,
2022-03-12,POR,False,True,"L, 118-127",17:24,12.0,0.0,2.0,2.0,1.0,0.0,3.0,4.0,7.0,2.0,4.0,2.0,2.0,
